1641006382472,0.0023038345,-0.038955748,0.1383348,918353150657950
1641006382476,-0.0050090947,-0.042620942,0.13955653,918353153640763
1641006382496,-0.058765236,-0.051173054,0.14933038,918353173640763
1641006382516,-0.10756464,-0.024033183,0.14908603,918353193640763
1641006382536,-0.14587462,-0.014433873,0.12882276,918353213640763
1641006382557,-0.15104079,-0.018692477,0.084107414,918353233643888
1641006382576,-0.14732324,-0.028326694,0.02586578,918353253640763
1641006382596,-0.13587388,-0.029757863,-0.024836035,918353273640763
1641006382616,-0.09239773,-0.028902652,-0.0890467,918353293640763
1641006382636,-0.039950587,0.018413223,-0.19678587,918353313640763
1641006382657,0.012653637,0.13486159,-0.30656707,918353333645450
1641006382676,0.07482226,0.24171065,-0.3687357,918353353640763
1641006382696,0.16547467,0.3256959,-0.4084245,918353373640763
1641006382716,0.19966567,0.3385764,-0.45265114,918353393640763
1641006382736,0.13491395,0.3140022,-0.49864057,918353413640763
1641006382757,0.07785914,0.26439992,-0.50726247,918353433643888
1641006382777,-0.014748032,0.15980235,-0.4547979,918353453640763
1641006382796,-0.06700319,0.078592174,-0.3754727,918353473640763
1641006382817,-0.10164797,0.05857325,-0.2899341,918353493640763
1641006382837,-0.041119955,0.06106907,-0.18802431,918353513640763
1641006382856,0.020856684,0.055414204,-0.07143632,918353533640763
1641006382876,0.11615166,0.09711012,0.03160791,918353553640763
1641006382896,0.134146,0.22019073,0.003996804,918353573640763
1641006382917,0.24754004,0.32157692,-0.085329145,918353593640763
1641006382936,0.37325612,0.3920184,-0.11604694,918353613640763
1641006382957,0.38866737,0.31440362,-0.12538445,918353633640763
1641006382976,0.3130248,0.2516241,-0.1458397,918353653661075
1641006382996,0.25542894,0.3199014,-0.054000486,918353673640763
1641006383016,0.22677062,0.36950365,0.019408062,918353693640763
1641006383037,0.05099852,0.18111281,0.07871435,918353713640763
1641006383056,-0.21752039,-0.033004176,0.07599164,918353733640763
1641006383076,-0.46677086,-0.26836184,0.07253588,918353753640763
1641006383096,-0.59020054,-0.56101865,0.07796386,918353773640763
1641006383116,-0.621983,-0.62950534,0.019390607,918353793640763
1641006383136,-0.60655427,-0.86285585,-0.05440191,918353813640763
1641006383158,-0.40245548,-0.67975336,-0.124511786,918353833640763
1641006383176,-0.29070204,-0.41598177,-0.13658947,918353853640763
1641006383197,-0.27017698,-0.20916025,-0.11047934,918353873640763
1641006383216,-0.3487168,-8.901179E-4,-0.01558579,918353893640763
1641006383236,-0.48651052,0.17807594,0.09574876,918353913640763
1641006383256,-0.5054997,0.1791406,0.15938346,918353933640763
1641006383276,-0.4733333,-0.024068091,0.1740966,918353953640763
1641006383296,-0.43722242,-0.060091686,0.17732546,918353973640763
1641006383316,-0.43062508,0.0095294975,0.16931438,918353993640763
1641006383336,-0.37147588,0.06618288,0.19624482,918354013640763
1641006383357,-0.25405014,0.21371557,0.22783528,918354033640763
1641006383376,-0.1067967,0.32077405,0.24188519,918354053640763
1641006383397,0.07883652,0.28867745,0.21830578,918354073640763
1641006383416,0.25029767,0.15044738,0.21003293,918354093640763
1641006383436,0.28618163,-0.10676179,0.20772909,918354113640763
1641006383457,0.17828538,-0.279689,0.19193386,918354133640763
1641006383476,0.010559242,-0.22874285,0.16629498,918354153640763
1641006383496,-0.14988887,-0.12952088,0.14161602,918354173640763
1641006383516,-0.27824038,-0.03726278,0.15927875,918354193640763
1641006383537,-0.3820002,0.038606685,0.19552924,918354213640763
1641006383557,-0.38423422,0.046076693,0.22266911,918354233640763
1641006383576,-0.27735028,0.06410594,0.21861994,918354253640763
1641006383596,-0.18807667,0.080634214,0.23277456,918354273640763
1641006383616,-0.14372787,0.12276646,0.22710223,918354293640763
1641006383636,-0.12028809,0.07220427,0.21320942,918354313640763
1641006383661,-0.11894419,-0.027070057,0.2083923,918354333640763
1641006383676,-0.17959438,-0.106395274,0.14849262,918354353640763
1641006383696,-0.22792254,-0.17416641,0.08494517,918354373640763
1641006383716,-0.16489871,-0.17086773,0.056217056,918354393640763
1641006383736,-0.051749013,-0.13292427,0.059550636,918354413640763
1641006383757,0.0032114058,-0.08124508,0.06764896,918354433640763
1641006383776,0.011484266,-0.057927478,0.061557762,918354453640763
1641006383796,0.031450834,-0.066392325,0.03837979,918354473640763
1641006383816,0.08890707,-0.057334065,0.013404129,918354493640763
1641006383836,0.15257668,-0.045012042,-0.005550147,918354513640763
1641006383856,0.17528342,-0.044889867,-0.022619467,918354533640763
1641006383876,0.16847663,-0.053232543,-0.038955748,918354553640763
1641006383896,0.12817699,-0.07302458,-0.04272566,918354573640763
1641006383916,0.06843436,-0.08344419,-0.056164697,918354593640763
1641006383936,-0.008691739,-0.071331605,-0.08688249,918354613640763
1641006383956,-0.04818854,-0.030019663,-0.10117674,918354633640763
1641006383976,-0.063599795,-0.029147,-0.10423106,918354653640763
1641006383996,-0.07991862,-0.017645279,-0.12150982,918354673640763
1641006384016,-0.084753186,-0.00720821,-0.1147554,918354693640763
1641006384036,-0.031625368,0.00991347,-0.09135053,918354713640763
1641006384056,0.055012777,0.030962141,-0.06279694,918354733640763
1641006384077,0.10932742,0.058398716,-0.046513025,918354753640763
1641006384096,0.07267551,0.010960667,-0.050108403,918354773640763
1641006384116,0.004642576,0.0024958209,-0.059934605,918354793640763
1641006384136,-0.051068332,0.0013788101,-0.070266955,918354813640763
1641006384156,-0.09354965,-0.020280726,-0.06330309,918354833640763
1641006384176,-0.09238028,-0.010210176,-0.053895768,918354853640763
1641006384196,-0.048415434,-0.014957472,-0.042743113,918354873640763
