1643705180609,0.9468685,1.2964411,10.012485,771344187251591
1643705180610,1.1901864,1.5310441,10.039836,771344207251591
1643705180645,1.2735333,1.5967984,9.891912,771344227253153
1643705180648,1.1797955,1.3926593,9.901862,771344247251591
1643705180668,1.1476271,1.4202021,9.729078,771344267251591
1643705180688,1.1855513,1.4753071,9.895801,771344287251591
1643705180708,1.1689546,1.2772875,9.885304,771344307251591
1643705180728,1.1468897,1.3688226,9.725065,771344327251591
1643705180748,1.2277658,1.4409838,9.860558,771344347251591
1643705180768,1.2101828,1.4035864,9.889021,771344367262528
1643705180788,1.2489976,1.3885795,9.88134,771344387251591
1643705180808,1.2308208,1.3458095,9.859868,771344407251591
1643705180828,1.2673372,1.4783813,9.827766,771344427268778
1643705180848,1.2457798,1.4847594,9.719186,771344447251591
1643705180868,1.1706018,1.5083759,9.618677,771344467259403
1643705180888,1.1269698,1.6087503,9.548853,771344487251591
1643705180908,1.1627967,1.7327317,9.514826,771344507251591
1643705180928,1.1310114,1.6493176,9.664166,771344527251591
1643705180948,1.0464003,1.4943361,9.622488,771344547251591
1643705180968,1.039007,1.6087599,9.544533,771344567256278
1643705180988,1.0229466,1.6294936,9.650865,771344587251591
1643705181008,1.0196905,1.6212864,9.713707,771344607251591
1643705181028,0.9354721,1.5755379,9.705672,771344627251591
1643705181048,0.8695166,1.5272613,9.802407,771344647251591
1643705181068,0.91346455,1.5389642,9.811353,771344667256278
1643705181088,0.90708643,1.4832846,9.740925,771344687251591
1643705181108,1.0517536,1.6304034,9.614798,771344707251591
1643705181128,1.1482687,1.7982563,9.7763,771344727251591
1643705181148,1.1695771,1.7270526,9.745531,771344747251591
1643705181168,1.1625572,1.5574665,9.654963,771344767251591
1643705181188,1.2451764,1.5644002,9.776033,771344787251591
1643705181208,1.2000122,1.5356697,9.825861,771344807251591
1643705181228,1.1155735,1.3993534,9.870509,771344827251591
1643705181248,1.2143966,1.3649056,10.080432,771344847251591
1643705181268,1.117575,1.2468332,10.135049,771344867251591
1643705181288,0.8676587,1.1503756,10.159815,771344887251591
1643705181308,0.7068258,1.2372755,10.181314,771344907251591
1643705181328,0.5679333,1.2897278,10.12325,771344927251591
1643705181348,0.4367886,1.4838879,9.500403,771344947251591
1643705181368,0.39071456,1.6983413,9.265225,771344967251591
1643705181388,0.31178254,1.9416401,9.118442,771344987251591
1643705181408,-1.159598,1.8019049,10.271557,771345007251591
1643705181428,-0.8575456,2.6941855,9.272859,771345027253153
1643705181448,-0.25177425,2.3569958,9.157668,771345047251591
1643705181468,0.18075265,1.9509487,8.942755,771345067251591
1643705181488,0.45279142,1.3605769,9.583702,771345087251591
1643705181508,0.12892297,1.1488625,10.041081,771345107251591
1643705181528,-0.1212711,1.2292597,10.273864,771345127251591
1643705181548,-0.13173856,1.4173099,10.406455,771345147251591
1643705181568,-0.05147534,1.4812734,10.293592,771345167251591
1643705181588,0.24581747,1.6644778,10.156482,771345187251591
1643705181608,0.062852584,1.6463488,10.207497,771345207251591
